time_s,Thumb,Index,Middle,Ring,Pinky
4.3580,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000
4.3750,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000
4.3910,-1.00000,-1.00000,-0.99557,-1.00000,-1.00000
4.4080,-1.00000,-1.00000,-0.99557,-1.00000,-1.00000
4.4260,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000
4.4430,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000
4.4600,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000
4.4770,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000
4.4940,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000
4.5110,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000
4.5270,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000
4.5440,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000
4.5610,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000
4.5770,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000
4.5940,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000
4.6100,-0.99114,-1.00000,-1.00000,-1.00000,-1.00000
4.6260,-0.99114,-1.00000,-1.00000,-1.00000,-1.00000
4.6420,-0.99114,-1.00000,-1.00000,-1.00000,-1.00000
4.6590,-0.96499,-1.00000,-1.00000,-1.00000,-1.00000
4.6750,-0.93622,-1.00000,-1.00000,-1.00000,-1.00000
4.6920,-0.93622,-1.00000,-1.00000,-1.00000,-1.00000
4.7080,-0.93622,-1.00000,-1.00000,-1.00000,-1.00000
4.7250,-0.93622,-1.00000,-1.00000,-1.00000,-1.00000
4.7410,-0.93622,-1.00000,-1.00000,-1.00000,-1.00000
4.7570,-0.93622,-1.00000,-1.00000,-1.00000,-1.00000
4.7740,-0.93622,-1.00000,-1.00000,-1.00000,-1.00000
4.7910,-0.93622,-1.00000,-1.00000,-1.00000,-1.00000
4.8070,-0.93622,-1.00000,-1.00000,-1.00000,-1.00000
4.8240,-0.93622,-1.00000,-1.00000,-1.00000,-1.00000
4.8410,-0.91010,-1.00000,-0.99531,-1.00000,-1.00000
4.8580,-0.91010,-1.00000,-0.99531,-1.00000,-1.00000
4.8740,-0.91010,-1.00000,-0.99531,-1.00000,-1.00000
4.8900,-0.91010,-1.00000,-0.99531,-1.00000,-1.00000
4.9060,-0.88705,-1.00000,-1.00000,-1.00000,-1.00000
4.9230,-0.88705,-1.00000,-1.00000,-1.00000,-1.00000
4.9400,-0.88705,-1.00000,-1.00000,-1.00000,-1.00000
4.9560,-0.88705,-1.00000,-1.00000,-1.00000,-1.00000
4.9730,-0.87087,-1.00000,-0.95568,-1.00000,-1.00000
4.9890,-0.87087,-1.00000,-0.95568,-1.00000,-1.00000
5.0070,-0.87087,-1.00000,-0.95568,-1.00000,-1.00000
5.0230,-0.86388,-1.00000,-0.96563,-1.00000,-1.00000
5.0390,-0.86388,-1.00000,-0.96563,-1.00000,-1.00000
5.0560,-0.86388,-1.00000,-0.96563,-1.00000,-1.00000
5.0730,-0.86388,-1.00000,-0.96563,-1.00000,-1.00000
5.0890,-0.86607,-1.00000,-0.90077,-1.00000,-0.98745
5.1060,-0.79479,-1.00000,-0.88093,-1.00000,-0.94267
5.1230,-0.79479,-1.00000,-0.88093,-1.00000,-0.94267
5.1400,-0.76871,-1.00000,-0.86600,-1.00000,-0.92402
5.1570,-0.76871,-1.00000,-0.86600,-1.00000,-0.92402
5.1730,-0.76871,-1.00000,-0.86600,-1.00000,-0.92402
5.1890,-0.76871,-1.00000,-0.86600,-1.00000,-0.92402
5.2060,-0.60308,-1.00000,-0.78164,-1.00000,-0.77918
5.2230,-0.54696,-1.00000,-0.78660,-1.00000,-0.82438
5.2390,-0.54696,-1.00000,-0.78660,-1.00000,-0.82438
5.2560,-0.54696,-1.00000,-0.78660,-1.00000,-0.82438
5.2730,-0.43672,-1.00000,-0.85156,-1.00000,-0.74264
5.2890,-0.43672,-1.00000,-0.85156,-1.00000,-0.74264
5.3060,-0.43672,-1.00000,-0.85156,-1.00000,-0.74264
5.3220,-0.40894,-1.00000,-0.83661,-1.00000,-0.72773
5.3390,-0.40894,-1.00000,-0.83661,-1.00000,-0.72773
5.3560,-0.40894,-1.00000,-0.83661,-1.00000,-0.72773
5.3720,-0.40894,-1.00000,-0.83661,-1.00000,-0.72773
5.3890,-0.31109,-1.00000,-0.87628,-1.00000,-0.63470
5.4050,-0.31109,-1.00000,-0.87628,-1.00000,-0.63470
5.4220,-0.31109,-1.00000,-0.87628,-1.00000,-0.63470
5.4380,-0.24655,-1.00000,-0.85642,-1.00000,-0.56397
5.4550,-0.11585,-1.00000,-0.94063,-1.00000,-0.49329
5.4710,-0.11585,-1.00000,-0.94063,-1.00000,-0.49329
5.4870,-0.11585,-1.00000,-0.94063,-1.00000,-0.49329
5.5040,-0.01589,-1.00000,-1.00000,-1.00000,-0.45258
5.5210,0.07869,-1.00000,-1.00000,-1.00000,-0.40802
5.5380,0.07869,-1.00000,-1.00000,-1.00000,-0.40802
5.5540,0.07869,-1.00000,-1.00000,-1.00000,-0.40802
5.5720,0.08775,-1.00000,-1.00000,-1.00000,-0.43771
5.5880,0.08775,-1.00000,-1.00000,-1.00000,-0.43771
5.6040,0.08775,-1.00000,-1.00000,-1.00000,-0.43771
5.6200,0.06266,-1.00000,-1.00000,-1.00000,-0.45625
5.6370,0.06266,-1.00000,-1.00000,-1.00000,-0.45625
5.6540,0.06266,-1.00000,-1.00000,-1.00000,-0.45625
5.6710,0.06266,-1.00000,-1.00000,-1.00000,-0.45625
5.6880,0.11942,-1.00000,-1.00000,-1.00000,-0.39609
5.7050,0.12623,-1.00000,-1.00000,-1.00000,-0.37020
5.7210,0.12623,-1.00000,-1.00000,-1.00000,-0.37020
5.7380,0.14891,-1.00000,-1.00000,-1.00000,-0.37020
5.7550,0.16034,-1.00000,-1.00000,-1.00000,-0.38134
5.7720,0.16034,-1.00000,-1.00000,-1.00000,-0.38134
5.7880,0.16034,-1.00000,-1.00000,-1.00000,-0.38134
5.8060,0.18299,-1.00000,-1.00000,-1.00000,-0.39622
5.8230,0.16639,-1.00000,-1.00000,-1.00000,-0.38133
5.8390,0.16639,-1.00000,-1.00000,-1.00000,-0.38133
5.8570,0.16639,-1.00000,-1.00000,-1.00000,-0.38133
5.8740,0.15279,-1.00000,-1.00000,-1.00000,-0.42213
5.8910,0.15279,-1.00000,-1.00000,-1.00000,-0.42213
5.9080,0.15279,-1.00000,-1.00000,-1.00000,-0.42213
5.9250,0.15278,-1.00000,-1.00000,-1.00000,-0.41470
5.9410,0.15278,-1.00000,-1.00000,-1.00000,-0.41470
5.9570,0.15278,-1.00000,-1.00000,-1.00000,-0.41470
5.9740,0.15278,-1.00000,-1.00000,-1.00000,-0.41470
5.9900,0.21868,-1.00000,-1.00000,-1.00000,-0.32572
6.0060,0.21868,-1.00000,-1.00000,-1.00000,-0.32572
6.0230,0.21868,-1.00000,-1.00000,-1.00000,-0.32572
6.0390,0.24348,-1.00000,-1.00000,-1.00000,-0.31828
6.0550,0.24348,-1.00000,-1.00000,-1.00000,-0.31828
6.0710,0.24348,-1.00000,-1.00000,-1.00000,-0.31828
6.0870,0.24348,-1.00000,-1.00000,-1.00000,-0.31828
6.1030,0.24798,-1.00000,-1.00000,-1.00000,-0.32941
6.1200,0.24798,-1.00000,-1.00000,-1.00000,-0.32941
6.1360,0.24798,-1.00000,-1.00000,-1.00000,-0.32941
6.1530,0.24798,-1.00000,-1.00000,-1.00000,-0.32941
6.1700,0.27282,-1.00000,-1.00000,-1.00000,-0.32575
6.1860,0.32475,-1.00000,-1.00000,-1.00000,-0.29981
6.2020,0.32475,-1.00000,-1.00000,-1.00000,-0.29981
6.2190,0.32475,-1.00000,-1.00000,-1.00000,-0.29981
6.2350,0.32475,-1.00000,-1.00000,-1.00000,-0.29981
6.2520,0.32475,-1.00000,-1.00000,-1.00000,-0.29981
6.2690,0.32475,-1.00000,-1.00000,-1.00000,-0.29981
6.2860,0.38660,-0.54163,-1.00000,-1.00000,-0.20719
6.3030,0.47669,-0.61400,-1.00000,-1.00000,-0.13328
6.3200,0.47669,-0.61400,-1.00000,-1.00000,-0.13328
6.3380,0.48120,-0.49648,-1.00000,-1.00000,-0.13698
6.3550,0.48120,-0.49648,-1.00000,-1.00000,-0.13698
6.3720,0.48120,-0.49648,-1.00000,-1.00000,-0.13698
6.3890,0.48120,-0.49648,-1.00000,-1.00000,-0.13698
6.4050,0.49912,-0.55736,-1.00000,-1.00000,-0.14438
6.4210,0.49912,-0.55736,-1.00000,-1.00000,-0.14438
6.4380,0.49912,-0.55736,-1.00000,-1.00000,-0.14438
6.4540,0.49912,-0.55736,-1.00000,-1.00000,-0.14438
6.4700,0.49912,-0.55736,-1.00000,-1.00000,-0.14438
6.4870,0.49912,-0.55736,-1.00000,-1.00000,-0.14438
6.5030,0.49912,-0.55736,-1.00000,-1.00000,-0.14438
6.5200,0.50363,-0.51372,-1.00000,-1.00000,-0.11477
6.5360,0.50363,-0.51372,-1.00000,-1.00000,-0.11477
6.5520,0.50363,-0.51372,-1.00000,-1.00000,-0.11477
6.5690,0.50363,-0.51372,-1.00000,-1.00000,-0.11477
6.5870,0.51716,-0.48288,-1.00000,-1.00000,-0.30043
6.6040,0.49006,-1.00000,-1.00000,-1.00000,-0.40405
6.6220,0.49006,-1.00000,-1.00000,-1.00000,-0.40405
6.6390,0.50806,-1.00000,-1.00000,-1.00000,-0.39669
6.6560,0.50806,-1.00000,-1.00000,-1.00000,-0.39669
6.6720,0.50806,-1.00000,-1.00000,-1.00000,-0.39669
6.6890,0.50806,-1.00000,-1.00000,-1.00000,-0.39669
6.7050,0.51022,-1.00000,-1.00000,-1.00000,-0.45233
6.7210,0.51253,-1.00000,-1.00000,-1.00000,-0.58778
6.7380,0.51253,-1.00000,-1.00000,-1.00000,-0.58778
6.7560,0.51253,-1.00000,-1.00000,-1.00000,-0.58778
6.7730,0.51036,-1.00000,-1.00000,-1.00000,-0.60998
6.7900,0.51036,-1.00000,-1.00000,-1.00000,-0.60998
6.8070,0.51036,-1.00000,-1.00000,-1.00000,-0.60998
6.8240,0.51036,-1.00000,-1.00000,-1.00000,-0.60998
6.8400,0.51036,-1.00000,-1.00000,-1.00000,-0.60998
6.8580,0.51036,-1.00000,-1.00000,-1.00000,-0.60998
6.8740,0.51036,-1.00000,-1.00000,-1.00000,-0.60998
6.8900,0.51036,-1.00000,-1.00000,-1.00000,-0.60998
6.9060,0.51036,-1.00000,-1.00000,-1.00000,-0.60998
6.9230,0.51036,-1.00000,-1.00000,-1.00000,-0.60998
6.9390,0.53058,-1.00000,-1.00000,-1.00000,-0.61371
6.9570,0.54409,-1.00000,-1.00000,-1.00000,-0.45027
6.9740,0.54409,-1.00000,-1.00000,-1.00000,-0.45027
6.9910,0.54409,-1.00000,-1.00000,-1.00000,-0.45027
7.0080,0.58242,-1.00000,-1.00000,-1.00000,-0.38364
7.0250,0.59367,-1.00000,-1.00000,-1.00000,-0.33937
7.0420,0.59367,-1.00000,-1.00000,-1.00000,-0.33937
7.0590,0.59367,-1.00000,-1.00000,-1.00000,-0.33937
7.0760,0.62046,-1.00000,-1.00000,-1.00000,-0.29860
7.0920,0.62046,-1.00000,-1.00000,-1.00000,-0.29860
7.1090,0.62046,-1.00000,-1.00000,-1.00000,-0.29860
7.1260,0.62498,-1.00000,-1.00000,-1.00000,-0.27264
7.1420,0.62498,-1.00000,-1.00000,-1.00000,-0.27264
7.1590,0.62498,-1.00000,-1.00000,-1.00000,-0.27264
7.1750,0.62498,-1.00000,-1.00000,-1.00000,-0.27264
7.1910,0.64522,-1.00000,-1.00000,-1.00000,-0.24303
7.2070,0.64522,-1.00000,-1.00000,-1.00000,-0.24303
