time_s,Thumb,Index,Middle,Ring,Pinky
4.8080,1.00000,-0.36342,0.07411,-0.23184,-0.45250
4.8250,1.00000,-0.36342,0.07411,-0.23184,-0.45250
4.8420,1.00000,-0.36342,0.07411,-0.23184,-0.45250
4.8590,1.00000,-0.36342,0.07411,-0.23184,-0.45250
4.8750,1.00000,-0.36342,0.07411,-0.23184,-0.45250
4.8910,1.00000,-0.36342,0.07411,-0.23184,-0.45250
4.9090,1.00000,-0.36342,0.10060,-0.20595,-0.42406
4.9260,1.00000,-0.36342,0.10508,-0.23773,-0.42304
4.9430,1.00000,-0.36342,0.10508,-0.23773,-0.42304
4.9600,1.00000,-0.36342,0.10508,-0.23773,-0.42304
4.9770,1.00000,-0.36342,0.10309,-0.24389,-0.42401
4.9930,1.00000,-0.36342,0.10309,-0.24389,-0.42401
5.0100,1.00000,-0.36342,0.10309,-0.24389,-0.42401
5.0270,1.00000,-0.36342,0.09288,-0.25271,-0.42019
5.0440,1.00000,-0.36342,0.16783,-0.17981,-0.32862
5.0610,1.00000,-0.36342,0.16783,-0.17981,-0.32862
5.0780,1.00000,-0.36342,0.16783,-0.17981,-0.32862
5.0950,1.00000,-0.36342,0.17765,-0.16355,-0.31858
5.1110,1.00000,-0.36342,0.17765,-0.16355,-0.31858
5.1270,1.00000,-0.36342,0.17765,-0.16355,-0.31858
5.1430,1.00000,-0.36342,0.17138,-0.16853,-0.32769
5.1590,1.00000,-0.36342,0.17138,-0.16853,-0.32769
5.1760,1.00000,-0.36342,0.17138,-0.16853,-0.32769
5.1920,1.00000,-0.36342,0.17138,-0.16853,-0.32769
5.2080,1.00000,-0.36342,0.17138,-0.16853,-0.32769
5.2240,1.00000,-0.36342,0.17138,-0.16853,-0.32769
5.2410,1.00000,-0.36342,0.17138,-0.16853,-0.32769
5.2590,1.00000,-0.36342,0.17138,-0.16853,-0.32769
5.2760,0.99147,-0.36342,0.16463,-0.13935,-0.32479
5.2930,0.99147,-0.36342,0.16463,-0.13935,-0.32479
5.3100,0.99147,-0.36342,0.16463,-0.13935,-0.32479
5.3260,1.00000,-0.36342,0.16125,-0.13896,-0.31841
5.3430,1.00000,-0.36342,0.16125,-0.13896,-0.31841
5.3600,1.00000,-0.36342,0.16125,-0.13896,-0.31841
5.3760,1.00000,-0.36342,0.16125,-0.13896,-0.31841
5.3920,1.00000,-0.36342,0.16125,-0.13231,-0.31114
5.4080,1.00000,-0.36342,0.16125,-0.13231,-0.31114
5.4250,1.00000,-0.36342,0.16125,-0.13231,-0.31114
5.4430,1.00000,-0.36342,0.16025,-0.13308,-0.29854
5.4590,1.00000,-0.36342,0.18898,-0.10407,-0.24729
